ID,kmeans_k3,kmeans_k4,kmeans_k5,kmeans_k6,gmm_n3,gmm_n4,gmm_n5,gmm_n6,recommended_method,recommended_solution,recommended_cluster,recommended_max_assignment_probability
10022,1,2,3,3,2,0,0,2,kmeans,kmeans_k3,1,1.0
7451,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
11010,2,2,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
4356,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
3885,2,2,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
1175,0,3,1,4,2,1,3,1,kmeans,kmeans_k3,0,1.0
880,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
2320,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
850,0,1,0,2,1,1,3,1,kmeans,kmeans_k3,0,1.0
4713,1,2,3,3,2,1,2,1,kmeans,kmeans_k3,1,1.0
675,1,0,2,4,1,1,2,1,kmeans,kmeans_k3,1,1.0
5025,2,3,1,1,2,1,0,3,kmeans,kmeans_k3,2,1.0
2308,1,0,2,4,1,1,3,1,kmeans,kmeans_k3,1,1.0
5995,1,0,2,4,1,1,3,1,kmeans,kmeans_k3,1,1.0
6749,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
1010,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
8977,2,3,1,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
4756,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
3412,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
606,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
5961,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
2975,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
2894,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
7613,1,0,2,4,1,1,2,1,kmeans,kmeans_k3,1,1.0
10542,2,2,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
8015,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
10617,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
11166,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
849,1,0,2,0,1,1,3,5,kmeans,kmeans_k3,1,1.0
523,2,3,1,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
4066,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
8414,1,2,3,3,2,0,2,3,kmeans,kmeans_k3,1,1.0
819,0,1,0,2,1,1,1,0,kmeans,kmeans_k3,0,1.0
4961,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
749,2,2,3,4,2,1,2,1,kmeans,kmeans_k3,2,1.0
5430,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
7755,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
10525,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
1453,1,0,2,0,1,1,1,1,kmeans,kmeans_k3,1,1.0
8310,1,0,2,0,1,2,3,5,kmeans,kmeans_k3,1,1.0
10710,2,3,1,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
5031,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
2613,0,1,0,2,1,1,3,1,kmeans,kmeans_k3,0,1.0
213,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
967,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
1077,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
7959,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
640,0,1,0,2,1,1,3,1,kmeans,kmeans_k3,0,1.0
4252,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
8432,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
6218,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
6905,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
5922,1,0,2,0,2,1,2,1,kmeans,kmeans_k3,1,1.0
3598,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
6116,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
6263,2,2,3,4,2,1,0,3,kmeans,kmeans_k3,2,1.0
10486,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
2410,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
193,2,3,1,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
3363,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
8278,0,0,2,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
10660,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
8686,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
1604,1,0,2,0,2,1,2,1,kmeans,kmeans_k3,1,1.0
5907,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
10669,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
2918,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
5735,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
359,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
8387,1,0,2,0,2,1,2,1,kmeans,kmeans_k3,1,1.0
1829,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
3839,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
9392,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
2292,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
10466,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
9855,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
4088,1,0,2,0,2,1,2,1,kmeans,kmeans_k3,1,1.0
5231,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
590,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
8732,1,0,2,0,1,2,3,5,kmeans,kmeans_k3,1,1.0
2315,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
3515,1,0,2,4,2,1,3,1,kmeans,kmeans_k3,1,1.0
2245,1,2,3,3,2,1,2,1,kmeans,kmeans_k3,1,1.0
6283,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
2246,2,3,1,1,2,1,0,3,kmeans,kmeans_k3,2,1.0
6606,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
5545,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
7342,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
837,2,2,3,3,2,1,2,1,kmeans,kmeans_k3,2,1.0
9500,1,0,2,4,1,1,3,5,kmeans,kmeans_k3,1,1.0
3602,1,0,2,0,2,1,2,1,kmeans,kmeans_k3,1,1.0
234,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
2995,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
1118,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
7789,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
3068,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
8955,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
945,1,2,3,3,2,1,2,1,kmeans,kmeans_k3,1,1.0
5644,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
7192,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
2324,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
697,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
3439,1,0,2,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
1506,2,2,3,4,2,1,0,1,kmeans,kmeans_k3,2,1.0
232,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
8876,1,0,2,0,2,1,2,1,kmeans,kmeans_k3,1,1.0
4500,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
9739,1,0,2,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
10395,2,3,1,1,2,0,4,3,kmeans,kmeans_k3,2,1.0
1176,2,3,1,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
1627,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
938,1,2,3,4,2,0,0,3,kmeans,kmeans_k3,1,1.0
2740,1,2,3,3,2,0,2,3,kmeans,kmeans_k3,1,1.0
257,1,0,2,0,1,2,3,5,kmeans,kmeans_k3,1,1.0
4058,1,0,2,0,1,1,1,1,kmeans,kmeans_k3,1,1.0
7736,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
8210,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
833,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
6230,1,0,2,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
7325,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
1307,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
1502,2,2,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
6211,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
843,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
4174,1,2,3,3,2,1,2,1,kmeans,kmeans_k3,1,1.0
9757,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
6918,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
286,1,2,3,3,2,1,0,1,kmeans,kmeans_k3,1,1.0
11086,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
1921,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
4138,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
7718,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
1291,1,0,2,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
6862,2,3,1,1,0,3,4,2,kmeans,kmeans_k3,2,1.0
4136,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
803,2,2,3,3,2,0,0,4,kmeans,kmeans_k3,2,1.0
4298,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
10833,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
9606,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
8534,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
5153,0,0,2,0,1,2,3,1,kmeans,kmeans_k3,0,1.0
961,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
5011,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
6653,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
9094,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
810,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
5493,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
2147,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
5107,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
3979,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
6049,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
8147,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
1857,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
3910,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
5207,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
11114,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
5429,1,0,2,0,2,1,2,1,kmeans,kmeans_k3,1,1.0
9400,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
1740,1,0,2,0,1,2,1,5,kmeans,kmeans_k3,1,1.0
7488,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
195,1,0,2,4,2,1,3,1,kmeans,kmeans_k3,1,1.0
635,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
7527,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
10319,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
2296,2,3,1,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
10637,2,3,1,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
2931,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
907,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
3698,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
9516,0,0,2,0,1,1,1,1,kmeans,kmeans_k3,0,1.0
679,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
7384,0,0,2,4,1,1,1,5,kmeans,kmeans_k3,0,1.0
5043,2,3,1,1,2,1,3,5,kmeans,kmeans_k3,2,1.0
5267,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
339,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
2516,2,3,1,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
9010,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
378,0,0,2,4,1,1,1,5,kmeans,kmeans_k3,0,1.0
4808,2,3,1,1,2,0,0,2,kmeans,kmeans_k3,2,1.0
5068,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
7628,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
7128,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
2811,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
3551,1,2,3,3,2,1,3,1,kmeans,kmeans_k3,1,1.0
1663,2,2,3,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
5543,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
1577,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
10641,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
5336,1,2,2,3,0,3,4,4,kmeans,kmeans_k3,1,1.0
6024,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
1878,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
3099,1,0,2,4,1,1,2,1,kmeans,kmeans_k3,1,1.0
6055,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
5841,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
3972,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
4394,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
5758,1,0,2,0,1,1,1,0,kmeans,kmeans_k3,1,1.0
6658,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
4603,0,1,0,2,1,1,3,1,kmeans,kmeans_k3,0,1.0
8427,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
10260,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
7143,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
8789,2,3,1,1,2,1,3,5,kmeans,kmeans_k3,2,1.0
6197,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
4554,1,0,2,4,1,1,3,1,kmeans,kmeans_k3,1,1.0
4937,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
1920,1,2,3,4,2,0,0,3,kmeans,kmeans_k3,1,1.0
8749,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
1650,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
10377,1,0,2,4,1,1,2,1,kmeans,kmeans_k3,1,1.0
9206,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
10971,1,0,2,4,1,1,2,1,kmeans,kmeans_k3,1,1.0
6398,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
9212,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
7937,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
839,1,0,2,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
4246,2,3,1,1,0,3,4,4,kmeans,kmeans_k3,2,1.0
158,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
4832,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
5621,2,3,1,4,2,1,3,5,kmeans,kmeans_k3,2,1.0
1945,0,0,2,0,1,2,3,5,kmeans,kmeans_k3,0,1.0
5147,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
2535,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
11039,2,3,1,4,1,1,3,5,kmeans,kmeans_k3,2,1.0
9495,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
9635,1,2,3,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
2173,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
942,1,0,2,4,1,1,3,1,kmeans,kmeans_k3,1,1.0
9386,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
5510,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
873,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
2253,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
5181,2,3,1,1,2,0,4,2,kmeans,kmeans_k3,2,1.0
979,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
10390,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
4698,0,1,0,4,1,1,1,5,kmeans,kmeans_k3,0,1.0
7793,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
1745,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
10590,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
5080,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
8369,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
5232,1,0,2,4,2,1,3,1,kmeans,kmeans_k3,1,1.0
2407,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
3834,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
7912,2,3,1,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
7712,0,1,0,2,1,1,1,0,kmeans,kmeans_k3,0,1.0
1065,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
7275,1,2,3,3,2,1,2,1,kmeans,kmeans_k3,1,1.0
1343,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
1384,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
9967,1,0,2,4,1,1,2,1,kmeans,kmeans_k3,1,1.0
6181,0,0,2,0,1,2,1,0,kmeans,kmeans_k3,0,1.0
10507,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
2674,0,0,2,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
2698,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
3231,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
4096,1,0,2,4,2,1,3,1,kmeans,kmeans_k3,1,1.0
10476,1,1,0,2,1,1,3,1,kmeans,kmeans_k3,1,1.0
5948,1,0,2,0,2,1,2,1,kmeans,kmeans_k3,1,1.0
9140,1,2,3,3,2,1,0,3,kmeans,kmeans_k3,1,1.0
10258,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
5675,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
4743,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
8805,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
1542,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
6770,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
8773,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
10420,1,0,2,4,2,1,3,1,kmeans,kmeans_k3,1,1.0
7514,1,0,2,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
793,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
10909,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
8702,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
4791,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
2963,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
8216,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
8140,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
10146,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
5289,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
2587,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
4405,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
8663,1,2,3,3,2,0,0,2,kmeans,kmeans_k3,1,1.0
2589,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
3421,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
10490,1,0,2,4,1,1,3,5,kmeans,kmeans_k3,1,1.0
4094,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
9958,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
2534,1,0,2,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
4188,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
6613,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
10827,1,2,3,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
5491,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
8402,0,1,0,2,1,2,3,1,kmeans,kmeans_k3,0,1.0
8783,1,0,2,0,1,1,3,1,kmeans,kmeans_k3,1,1.0
10010,1,0,2,0,2,1,2,1,kmeans,kmeans_k3,1,1.0
618,0,0,2,0,1,1,3,1,kmeans,kmeans_k3,0,1.0
9121,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
361,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
4310,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
2678,2,3,1,4,2,1,3,3,kmeans,kmeans_k3,2,1.0
6376,0,1,0,4,1,1,3,1,kmeans,kmeans_k3,0,1.0
524,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
10341,0,1,0,2,2,1,3,3,kmeans,kmeans_k3,0,1.0
5654,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
4098,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
5824,1,2,3,3,2,0,0,2,kmeans,kmeans_k3,1,1.0
7000,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
2561,1,0,2,0,1,2,2,5,kmeans,kmeans_k3,1,1.0
5229,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
4086,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
2428,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
8254,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
2836,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
8418,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
1362,2,3,1,1,2,1,3,5,kmeans,kmeans_k3,2,1.0
7152,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
10033,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
9349,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
274,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
3388,1,0,2,4,2,1,3,5,kmeans,kmeans_k3,1,1.0
922,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
8588,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
2518,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
574,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
3220,2,3,1,4,2,1,0,1,kmeans,kmeans_k3,2,1.0
5967,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
1183,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
6856,2,3,1,4,2,0,0,3,kmeans,kmeans_k3,2,1.0
4530,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
1553,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
4682,0,1,0,2,1,1,1,5,kmeans,kmeans_k3,0,1.0
8204,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
5221,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
1232,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
1927,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
5788,1,0,2,4,2,1,3,1,kmeans,kmeans_k3,1,1.0
6652,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
6246,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
5975,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
6875,1,0,2,4,1,1,3,1,kmeans,kmeans_k3,1,1.0
4399,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
4042,1,0,2,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
2157,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
10133,0,1,0,2,1,2,1,5,kmeans,kmeans_k3,0,1.0
2525,0,3,1,4,1,1,1,5,kmeans,kmeans_k3,0,1.0
8233,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
9483,0,1,0,2,1,1,3,5,kmeans,kmeans_k3,0,1.0
2945,1,2,3,3,2,0,0,4,kmeans,kmeans_k3,1,1.0
10403,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
5074,2,2,3,3,2,0,0,3,kmeans,kmeans_k3,2,1.0
10524,0,1,0,2,1,1,3,1,kmeans,kmeans_k3,0,1.0
4690,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
7521,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
7196,2,2,3,3,2,0,0,2,kmeans,kmeans_k3,2,1.0
4406,0,0,2,0,1,2,3,5,kmeans,kmeans_k3,0,1.0
9672,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
4864,1,0,2,4,2,1,2,1,kmeans,kmeans_k3,1,1.0
4706,1,2,3,3,2,0,0,3,kmeans,kmeans_k3,1,1.0
4070,0,0,2,4,1,2,3,5,kmeans,kmeans_k3,0,1.0
25,0,1,0,2,1,2,3,5,kmeans,kmeans_k3,0,1.0
3697,1,2,3,4,2,1,0,1,kmeans,kmeans_k3,1,1.0
217,0,1,0,2,1,2,1,0,kmeans,kmeans_k3,0,1.0
4220,1,0,2,0,2,1,2,3,kmeans,kmeans_k3,1,1.0
5286,1,0,2,4,2,1,3,1,kmeans,kmeans_k3,1,1.0
9559,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
2849,0,0,2,4,1,1,3,5,kmeans,kmeans_k3,0,1.0
7787,1,0,2,0,1,1,2,1,kmeans,kmeans_k3,1,1.0
3102,2,3,1,1,2,0,0,3,kmeans,kmeans_k3,2,1.0
